sent,claim,formula,row_index,column,scenario,file
In 2017 CO2 and methane emissions from energy and industrial process amounted to around 38.7 Gt CO2e ,38.7,(G21+SUM(G22:G24)*$G$25)/1000,,,,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
In 2017 CO2 and methane emissions from energy and industrial process amounted to around 38.7 Gt CO2e ,38.7,"VLOOKUP($A21,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_NPS.xlsb!!CO2Emissions_Data,MATCH(B21,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_NPS.xlsb!!CO2Emissions_Time,0),FALSE)",CO2_TPED_IP_total,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
In 2017 CO2 and methane emissions from energy and industrial process amounted to around 38.7 Gt CO2e ,38.7,"VLOOKUP($A22,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_NPS.xlsb!!CH4Emissions_Data,MATCH(B22,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_NPS.xlsb!!CH4Emissions_Time,0),FALSE)/1000",CH4TPEDtotal,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
In 2017 CO2 and methane emissions from energy and industrial process amounted to around 38.7 Gt CO2e ,38.7,"+VLOOKUP($A23,G:\EO2018\FrozenResults\Supply\OilandGas\NPS_OG.xlsb!!data_World,MATCH(B23,G:\EO2018\FrozenResults\Supply\OilandGas\NPS_OG.xlsb!!time_World,0),FALSE)",CH4_OILandNG,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
In 2017 CO2 and methane emissions from energy and industrial process amounted to around 38.7 Gt CO2e ,38.7,"VLOOKUP($A24,G:\EO2018\Model\Supply\Coal\Runs\NPS_COALrun.xlsb!!GHG_CH4,MATCH(B24,G:\EO2018\Model\Supply\Coal\Runs\NPS_COALrun.xlsb!CH4!$A$1:$CD$1,0),FALSE)/10^3",CH4 coal WEM[WORLD],2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
In 2017 CO2 and methane emissions from energy and industrial process amounted to around 38.7 Gt CO2e ,Eq. factor,30,CH4 coal WEM[WORLD],2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
Around 80% of this is accounted for by only eight source categories.,Around 80% ,'G:\EO2018\Publications\WEO2018\Draft\SupportFiles\Ch02 - SDS.xlsb!F2.3'!$F$60,,,,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
Around 80% of this is accounted for by only eight source categories.,eight,COUNTA('G:\EO2018\Publications\WEO2018\Draft\SupportFiles\Ch02 - SDS.xlsb!F2.7'!$E$48:$E$55),,,,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"The largest by some measure is coal-fired power generation, with 2 053 GW of capacity accounting for 27% of total emissions. Gas-fired power generation, cement production, buildings, and cars (with around 1 billion conventional engine cars on the road) each accounted for around 8% of emissions in 2017. Emissions from oil and gas production and processing (including methane) are also important, accounting for 7%. After that are trucks (202 million vehicles) and steel, both around 5% of total emissions. ",2053,"VLOOKUP($A31,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_NPS.xlsb!!PG_Data,MATCH(B31,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_NPS.xlsb!!PG_Time,0),FALSE)",PGCap_coal,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"The largest by some measure is coal-fired power generation, with 2 053 GW of capacity accounting for 27% of total emissions. Gas-fired power generation, cement production, buildings, and cars (with around 1 billion conventional engine cars on the road) each accounted for around 8% of emissions in 2017. Emissions from oil and gas production and processing (including methane) are also important, accounting for 7%. After that are trucks (202 million vehicles) and steel, both around 5% of total emissions. ",0.27,"(G42+SUM(G44,G45*G24)*G43)/G20/1000",PGCap_coal,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"The largest by some measure is coal-fired power generation, with 2 053 GW of capacity accounting for 27% of total emissions. Gas-fired power generation, cement production, buildings, and cars (with around 1 billion conventional engine cars on the road) each accounted for around 8% of emissions in 2017. Emissions from oil and gas production and processing (including methane) are also important, accounting for 7%. After that are trucks (202 million vehicles) and steel, both around 5% of total emissions. ",around 8,AVERAGE(G35:G38),PGCap_coal,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"The largest by some measure is coal-fired power generation, with 2 053 GW of capacity accounting for 27% of total emissions. Gas-fired power generation, cement production, buildings, and cars (with around 1 billion conventional engine cars on the road) each accounted for around 8% of emissions in 2017. Emissions from oil and gas production and processing (including methane) are also important, accounting for 7%. After that are trucks (202 million vehicles) and steel, both around 5% of total emissions. ",gas-fired,'G:\EO2018\Publications\WEO2018\Draft\SupportFiles\Ch02 - SDS.xlsb!F2.4'!$D$40/SUM('G:\EO2018\Publications\WEO2018\Draft\SupportFiles\Ch02 - SDS.xlsb!F2.4'!$C$40:$K$40),PGCap_coal,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"The largest by some measure is coal-fired power generation, with 2 053 GW of capacity accounting for 27% of total emissions. Gas-fired power generation, cement production, buildings, and cars (with around 1 billion conventional engine cars on the road) each accounted for around 8% of emissions in 2017. Emissions from oil and gas production and processing (including methane) are also important, accounting for 7%. After that are trucks (202 million vehicles) and steel, both around 5% of total emissions. ",cement,'G:\EO2018\Publications\WEO2018\Draft\SupportFiles\Ch02 - SDS.xlsb!F2.4'!$H$40/SUM('G:\EO2018\Publications\WEO2018\Draft\SupportFiles\Ch02 - SDS.xlsb!F2.4'!$C$40:$K$40),PGCap_coal,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"The largest by some measure is coal-fired power generation, with 2 053 GW of capacity accounting for 27% of total emissions. Gas-fired power generation, cement production, buildings, and cars (with around 1 billion conventional engine cars on the road) each accounted for around 8% of emissions in 2017. Emissions from oil and gas production and processing (including methane) are also important, accounting for 7%. After that are trucks (202 million vehicles) and steel, both around 5% of total emissions. ",buildings,'G:\EO2018\Publications\WEO2018\Draft\SupportFiles\Ch02 - SDS.xlsb!F2.4'!$J$40/SUM('G:\EO2018\Publications\WEO2018\Draft\SupportFiles\Ch02 - SDS.xlsb!F2.4'!$C$40:$K$40),PGCap_coal,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"The largest by some measure is coal-fired power generation, with 2 053 GW of capacity accounting for 27% of total emissions. Gas-fired power generation, cement production, buildings, and cars (with around 1 billion conventional engine cars on the road) each accounted for around 8% of emissions in 2017. Emissions from oil and gas production and processing (including methane) are also important, accounting for 7%. After that are trucks (202 million vehicles) and steel, both around 5% of total emissions. ",cars,'G:\EO2018\Publications\WEO2018\Draft\SupportFiles\Ch02 - SDS.xlsb!F2.4'!$E$40/SUM('G:\EO2018\Publications\WEO2018\Draft\SupportFiles\Ch02 - SDS.xlsb!F2.4'!$C$40:$K$40),PGCap_coal,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
Oil and gas,0.07,'G:\EO2018\Publications\WEO2018\Draft\SupportFiles\Ch02 - SDS.xlsb!F2.3'!$I$40/SUM('G:\EO2018\Publications\WEO2018\Draft\SupportFiles\Ch02 - SDS.xlsb!F2.3'!$C$40:$K$40),,,,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
Oil and gas,0.07,"VLOOKUP($A42,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_NPS.xlsb!!CO2Emissions_Data,MATCH(B42,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_NPS.xlsb!!CO2Emissions_Time,0),FALSE)",CO2PGINcoal,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
Oil and gas,Eq. factor,30,CO2PGINcoal,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
Oil and gas,Eq. factor,"VLOOKUP($A44,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_NPS.xlsb!!CH4Emissions_Data,MATCH(B44,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_NPS.xlsb!!CH4Emissions_Time,0),FALSE)/1000",CH4PGINcoal,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
Oil and gas,Eq. factor,G47/G46,share of coal prod,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
Oil and gas,Eq. factor,"VLOOKUP($A46,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_NPS.xlsb!!Balance_Data,MATCH(B46,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_NPS.xlsb!!Balance_Time,0),FALSE)",TPEDcoal,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
Oil and gas,Eq. factor,"VLOOKUP($A47,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_NPS.xlsb!!Balance_Data,MATCH(B47,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_NPS.xlsb!!Balance_Time,0),FALSE)",PGINcoal,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
Oil and gas,Eq. factor,"VLOOKUP($A49,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_NPS.xlsb!!CO2Emissions_Data,MATCH(B49,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_NPS.xlsb!!CO2Emissions_Time,0),FALSE)",CO2PGINgas,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
Oil and gas,Eq. factor,"VLOOKUP($A50,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_NPS.xlsb!!CH4Emissions_Data,MATCH(B50,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_NPS.xlsb!!CH4Emissions_Time,0),FALSE)/1000",CH4PGINgas,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
Oil and gas,Eq. factor,"VLOOKUP($A52,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_NPS.xlsb!!CO2Emissions_Data,MATCH(B52,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_NPS.xlsb!!CO2Emissions_Time,0),FALSE)",CO2NONMETtotal,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
Oil and gas,Eq. factor,"VLOOKUP($A53,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_NPS.xlsb!!CO2Emissions_Data,MATCH(B53,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_NPS.xlsb!!CO2Emissions_Time,0),FALSE)",CO2ProcessTotal,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
Oil and gas,Eq. factor,"VLOOKUP($A55,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_NPS.xlsb!!CH4Emissions_Data,MATCH(B55,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_NPS.xlsb!!CH4Emissions_Time,0),FALSE)/1000",CH4TOTINDtotal,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
Oil and gas,Eq. factor,"VLOOKUP($A56,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_NPS.xlsb!!CH4Emissions_Data,MATCH(B56,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_NPS.xlsb!!CH4Emissions_Time,0),FALSE)/1000",CH4TOTINDcoal,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
Oil and gas,Eq. factor,"VLOOKUP($A57,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_NPS.xlsb!!CH4Emissions_Data,MATCH(B57,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_NPS.xlsb!!CH4Emissions_Time,0),FALSE)/1000",CH4TOTINDoil,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
Oil and gas,Eq. factor,"VLOOKUP($A58,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_NPS.xlsb!!CH4Emissions_Data,MATCH(B58,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_NPS.xlsb!!CH4Emissions_Time,0),FALSE)/1000",CH4TOTINDgas,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
Oil and gas,Eq. factor,"VLOOKUP($A59,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_NPS.xlsb!!CH4Emissions_Data,MATCH(B59,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_NPS.xlsb!!CH4Emissions_Time,0),FALSE)/1000",CH4TOTINDbioenergy,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
Oil and gas,1,SUM(G64:G68),CH4TOTINDbioenergy,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
Oil and gas,0.07,"SUM(G70,G71*G43)/G20/1000",CH4TOTINDbioenergy,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
Oil and gas,0.07,"HLOOKUP(B64,G:\EO2018\FrozenResults\Demand\TRAOutputSummary2018.xlsb!!RawData_NPS_World,MATCH(A64,G:\EO2018\FrozenResults\Demand\TRAOutputSummary2018.xlsb!!DataRowName,0),FALSE)/1000",VehicleRoadStock_PLDV_Gasoline,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
Oil and gas,0.07,"HLOOKUP(B65,G:\EO2018\FrozenResults\Demand\TRAOutputSummary2018.xlsb!!RawData_NPS_World,MATCH(A65,G:\EO2018\FrozenResults\Demand\TRAOutputSummary2018.xlsb!!DataRowName,0),FALSE)/1000",VehicleRoadStock_PLDV_GasolineHybrid,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
Oil and gas,0.07,"HLOOKUP(B66,G:\EO2018\FrozenResults\Demand\TRAOutputSummary2018.xlsb!!RawData_NPS_World,MATCH(A66,G:\EO2018\FrozenResults\Demand\TRAOutputSummary2018.xlsb!!DataRowName,0),FALSE)/1000",VehicleRoadStock_PLDV_Diesel,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
Oil and gas,0.07,"HLOOKUP(B68,G:\EO2018\FrozenResults\Demand\TRAOutputSummary2018.xlsb!!RawData_NPS_World,MATCH(A68,G:\EO2018\FrozenResults\Demand\TRAOutputSummary2018.xlsb!!DataRowName,0),FALSE)/1000",VehicleRoadStock_PLDV_DieselHybrid,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
Oil and gas,0.07,"HLOOKUP(B68,G:\EO2018\FrozenResults\Demand\TRAOutputSummary2018.xlsb!!RawData_NPS_World,MATCH(A68,G:\EO2018\FrozenResults\Demand\TRAOutputSummary2018.xlsb!!DataRowName,0),FALSE)/1000",VehicleRoadStock_PLDV_CNG,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
Oil and gas,0.07,"VLOOKUP(A70,G:\EO2018\FrozenResults\Supply\OilandGas\NPS_OG.xlsb!!data_World,MATCH(B70,G:\EO2018\FrozenResults\Supply\OilandGas\NPS_OG.xlsb!!time_World,0),FALSE)",CO2upstream_OIL_CO2eq,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
Oil and gas,0.07,"+VLOOKUP($A71,G:\EO2018\FrozenResults\Supply\OilandGas\NPS_OG.xlsb!!data_World,MATCH(B$71,G:\EO2018\FrozenResults\Supply\OilandGas\NPS_OG.xlsb!!time_World,0),FALSE)",CH4_OILandNG,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
trucks,202,SUM(G73:G75),,,,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
trucks,202,"HLOOKUP(B73,G:\EO2018\FrozenResults\Demand\TRAOutputSummary2018.xlsb!!RawData_NPS_World,MATCH($A73,G:\EO2018\FrozenResults\Demand\TRAOutputSummary2018.xlsb!!DataRowName,0),FALSE)",VehicleRoadStock_LCV,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
trucks,202,"HLOOKUP(B74,G:\EO2018\FrozenResults\Demand\TRAOutputSummary2018.xlsb!!RawData_NPS_World,MATCH($A74,G:\EO2018\FrozenResults\Demand\TRAOutputSummary2018.xlsb!!DataRowName,0),FALSE)",VehicleRoadStock_MFT,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
trucks,202,"HLOOKUP(B75,G:\EO2018\FrozenResults\Demand\TRAOutputSummary2018.xlsb!!RawData_NPS_World,MATCH($A75,G:\EO2018\FrozenResults\Demand\TRAOutputSummary2018.xlsb!!DataRowName,0),FALSE)",VehicleRoadStock_HFT,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
trucks,both around 5%,AVERAGE(G78:G79),VehicleRoadStock_HFT,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
trucks,steel,'G:\EO2018\Publications\WEO2018\Draft\SupportFiles\Ch02 - SDS.xlsb!F2.4'!$G$40/SUM('G:\EO2018\Publications\WEO2018\Draft\SupportFiles\Ch02 - SDS.xlsb!F2.4'!$C$40:$K$40),VehicleRoadStock_HFT,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
trucks,truck,'G:\EO2018\Publications\WEO2018\Draft\SupportFiles\Ch02 - SDS.xlsb!F2.4'!$F$40/SUM('G:\EO2018\Publications\WEO2018\Draft\SupportFiles\Ch02 - SDS.xlsb!F2.4'!$C$40:$K$40),VehicleRoadStock_HFT,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
8 source categories account for around 80% of today’s energy-related GHG emissions; ,8,G28,,,,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
8 source categories account for around 80% of today’s energy-related GHG emissions; ,around 80,'G:\EO2018\Publications\WEO2018\Draft\SupportFiles\Ch02 - SDS.xlsb!F2.4'!$F$60,,,,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"In the Sustainable Development Scenario, combined emissions of CO2 and methane fall to about 21 Gt CO2e in 2040, on a trajectory towards achieving net-zero emissions by around 2070. The same 8 source categories account for around 65% of emissions in 2040, but the split between them is quite different. ",about 21,'G:\EO2018\Publications\WEO2018\Draft\SupportFiles\Ch02 - SDS.xlsb!F2.4'!$H$58/1000,,,,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
